uid,hotkey,date,time,block,fund,strat
2,5F4tQyWrhfGVcNhoqeiNsR6KjD4wMZ2kfhLj4oHYuyHbZAc3,2026-03-13,13:05:00,7736425,1000,"{1: 0.012553191489361702, 2: 0.007916666666666667, 3: 0.012553191489361702, 4: 0.012553191489361702, 5: 0.012553191489361702, 6: 0.012553191489361702, 7: 0.007916666666666667, 8: 0.012553191489361702, 9: 0.012553191489361702, 10: 0.007916666666666667, 11: 0.012553191489361702, 12: 0.012553191489361702, 13: 0.012553191489361702, 14: 0.012553191489361702, 16: 0.009285714285714286, 17: 0.012553191489361702, 18: 0.0036, 19: 0.012553191489361702, 20: 0.0036, 21: 0.007916666666666667, 22: 0.012553191489361702, 23: 0.0036, 24: 0.007916666666666667, 25: 0.012553191489361702, 26: 0.009285714285714286, 27: 0.007916666666666667, 28: 0.012553191489361702, 29: 0.012553191489361702, 30: 0.007916666666666667, 32: 0.0036, 33: 0.012553191489361702, 34: 0.012553191489361702, 35: 0.012553191489361702, 36: 0.007916666666666667, 37: 0.009285714285714286, 39: 0.012553191489361702, 40: 0.009285714285714286, 41: 0.0036, 42: 0.007916666666666667, 43: 0.012553191489361702, 44: 0.012553191489361702, 45: 0.012553191489361702, 46: 0.007916666666666667, 48: 0.009285714285714286, 49: 0.007916666666666667, 50: 0.012553191489361702, 51: 0.012553191489361702, 52: 0.012553191489361702, 53: 0.012553191489361702, 54: 0.0036, 55: 0.007916666666666667, 56: 0.012553191489361702, 57: 0.012553191489361702, 58: 0.007916666666666667, 59: 0.007916666666666667, 60: 0.0036, 61: 0.0036, 62: 0.007916666666666667, 63: 0.009285714285714286, 64: 0.009285714285714286, 65: 0.0036, 66: 0.0036, 68: 0.012553191489361702, 69: 0.007916666666666667, 70: 0.0036, 71: 0.009285714285714286, 72: 0.009285714285714286, 73: 0.009285714285714286, 74: 0.009285714285714286, 75: 0.012553191489361702, 77: 0.012553191489361702, 78: 0.0036, 79: 0.012553191489361702, 81: 0.012553191489361702, 82: 0.0036, 83: 0.007916666666666667, 84: 0.012553191489361702, 85: 0.012553191489361702, 86: 0.0036, 88: 0.0036, 89: 0.009285714285714286, 90: 0.0036, 92: 0.0036, 93: 0.012553191489361702, 94: 0.0036, 95: 0.007916666666666667, 98: 0.0036, 101: 0.012553191489361702, 102: 0.007916666666666667, 103: 0.0036, 104: 0.012553191489361702, 105: 0.0036, 106: 0.007916666666666667, 108: 0.0036, 110: 0.012553191489361702, 111: 0.012553191489361702, 112: 0.012553191489361702, 113: 0.009285714285714286, 115: 0.007916666666666667, 116: 0.012553191489361702, 117: 0.009285714285714286, 118: 0.0036, 119: 0.012553191489361702, 120: 0.012553191489361702, 121: 0.0036, 122: 0.012553191489361702, 123: 0.007916666666666667, 124: 0.007916666666666667, 125: 0.007916666666666667, 127: 0.0036}"
