uid,hotkey,date,time,block,fund,strat
2,5GLC4L,2026-02-24,13:05:03,7693388,1000,"{1: 0.0076, 2: 0.003461538461538461, 3: 0.0076, 4: 0.012040816326530611, 5: 0.009285714285714286, 6: 0.012040816326530611, 7: 0.0076, 8: 0.003461538461538461, 9: 0.0076, 10: 0.012040816326530611, 11: 0.012040816326530611, 12: 0.009285714285714286, 13: 0.012040816326530611, 14: 0.009285714285714286, 16: 0.012040816326530611, 17: 0.0076, 18: 0.012040816326530611, 19: 0.012040816326530611, 20: 0.012040816326530611, 21: 0.012040816326530611, 22: 0.012040816326530611, 23: 0.003461538461538461, 24: 0.003461538461538461, 25: 0.009285714285714286, 26: 0.012040816326530611, 27: 0.012040816326530611, 28: 0.012040816326530611, 29: 0.0076, 30: 0.003461538461538461, 32: 0.003461538461538461, 33: 0.012040816326530611, 34: 0.0076, 35: 0.012040816326530611, 36: 0.003461538461538461, 37: 0.012040816326530611, 39: 0.012040816326530611, 40: 0.0076, 41: 0.012040816326530611, 42: 0.012040816326530611, 43: 0.009285714285714286, 44: 0.003461538461538461, 45: 0.003461538461538461, 46: 0.003461538461538461, 48: 0.0076, 49: 0.003461538461538461, 50: 0.003461538461538461, 51: 0.009285714285714286, 52: 0.009285714285714286, 53: 0.012040816326530611, 54: 0.012040816326530611, 55: 0.003461538461538461, 56: 0.0076, 57: 0.012040816326530611, 58: 0.009285714285714286, 59: 0.012040816326530611, 60: 0.003461538461538461, 61: 0.012040816326530611, 62: 0.012040816326530611, 63: 0.012040816326530611, 64: 0.012040816326530611, 65: 0.012040816326530611, 66: 0.012040816326530611, 68: 0.0076, 69: 0.012040816326530611, 70: 0.012040816326530611, 71: 0.012040816326530611, 72: 0.012040816326530611, 73: 0.0076, 74: 0.003461538461538461, 75: 0.012040816326530611, 77: 0.012040816326530611, 78: 0.0076, 79: 0.0076, 81: 0.009285714285714286, 82: 0.003461538461538461, 83: 0.012040816326530611, 84: 0.003461538461538461, 85: 0.012040816326530611, 86: 0.012040816326530611, 88: 0.003461538461538461, 89: 0.0076, 90: 0.0076, 91: 0.0076, 92: 0.003461538461538461, 93: 0.0076, 94: 0.012040816326530611, 95: 0.003461538461538461, 96: 0.012040816326530611, 97: 0.003461538461538461, 98: 0.0076, 101: 0.0076, 102: 0.009285714285714286, 103: 0.012040816326530611, 104: 0.009285714285714286, 105: 0.003461538461538461, 106: 0.012040816326530611, 108: 0.003461538461538461, 110: 0.012040816326530611, 111: 0.012040816326530611, 112: 0.012040816326530611, 113: 0.003461538461538461, 115: 0.0076, 116: 0.009285714285714286, 117: 0.0076, 118: 0.003461538461538461, 119: 0.012040816326530611, 120: 0.003461538461538461, 121: 0.009285714285714286, 122: 0.012040816326530611, 123: 0.009285714285714286, 124: 0.012040816326530611, 125: 0.0076, 127: 0.0076, 128: 0.0076}"
